panel,pipeline,readout,contrast,endpoint_role,estimate,ci_low,ci_high,positive
panel009,perch,centroid,B_minus_C,secondary_readout_robustness,0.49421241022923257,0.42015225915978832,0.56531172173134292,true
panel009,perch,centroid,A_minus_C,secondary_paired_day_context,-0.0020821311004430138,-0.026875415747424348,0.022472222711365161,false
panel009,perch,centroid,D_minus_A,secondary_descriptive,0.55680130933943761,0.48778809732760442,0.62537211078446753,true
panel009,perch,centroid,D_minus_B,secondary_descriptive,0.060506768009761965,0.019922812812262301,0.10098426500185438,true
panel009,perch,centroid,D_minus_C,secondary_descriptive,0.55471917823899453,0.48317178753216866,0.62335779125165669,true
panel009,perch,centroid,interaction,secondary_descriptive,0.062588899110204974,0.016236618369553056,0.10949406838275307,true
panel010,birdnet,linear,B_minus_A,co_primary,0.61338704479555251,0.54305544988353693,0.67884889685315908,true
panel010,birdnet,linear,B_minus_C,co_primary,0.73449358570876444,0.68120208522189751,0.78397887641078023,true
panel010,birdnet,linear,A_minus_C,secondary_paired_day_context,0.12110654091321194,0.073014151126077911,0.17003351389772259,true
panel010,birdnet,linear,D_minus_A,secondary_descriptive,0.66884335010001539,0.60802717819830809,0.7285343670683696,true
panel010,birdnet,linear,D_minus_B,secondary_descriptive,0.055456305304462883,0.030382811187709722,0.085833612269806375,true
panel010,birdnet,linear,D_minus_C,secondary_descriptive,0.78994989101322732,0.74068701246085999,0.83612651629623891,true
panel010,birdnet,linear,interaction,secondary_descriptive,-0.065650235608749052,-0.11497824873542109,-0.017596595059765314,false
panel010,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.49831237919751498,0.42114265012834962,0.57401866179572891,true
panel010,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.5435916535513472,0.46708399944299256,0.61544329857831825,true
panel010,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.045279274353832215,0.01285328934436614,0.078277583121868749,true
panel010,birdnet,centroid,D_minus_A,secondary_descriptive,0.6047921189748835,0.53393136696338062,0.67207694950076269,true
panel010,birdnet,centroid,D_minus_B,secondary_descriptive,0.1064797397773684,0.06204796742110278,0.15338299071455702,true
panel010,birdnet,centroid,D_minus_C,secondary_descriptive,0.65007139332871577,0.58055869332220067,0.7166715269230679,true
panel010,birdnet,centroid,interaction,secondary_descriptive,0.061200465423536181,0.0079402793579951576,0.11736097637597881,true
panel010,perch,linear,B_minus_A,co_primary,0.75933682843464523,0.70018115117670654,0.81479524008606363,true
panel010,perch,linear,B_minus_C,co_primary,0.80747144657540382,0.75764307341672077,0.85557131804146735,true
panel010,perch,linear,A_minus_C,secondary_paired_day_context,0.048134618140758853,0.013494284548132054,0.083373052994577146,true
panel010,perch,linear,D_minus_A,secondary_descriptive,0.79752803560829422,0.74763878869590372,0.84559851384127172,true
panel010,perch,linear,D_minus_B,secondary_descriptive,0.038191207173649072,0.019155828185587167,0.063476944234338514,true
panel010,perch,linear,D_minus_C,secondary_descriptive,0.84566265374905292,0.79778530070206888,0.88990966883462219,true
panel010,perch,linear,interaction,secondary_descriptive,-0.0099434109671097948,-0.044117632802583594,0.024734293282232329,false
panel010,perch,centroid,B_minus_A,secondary_readout_robustness,0.54537974359323382,0.47152616290979266,0.61794508375234514,true
panel010,perch,centroid,B_minus_C,secondary_readout_robustness,0.55104178021490369,0.47693925964977452,0.62426844706786133,true
panel010,perch,centroid,A_minus_C,secondary_paired_day_context,0.0056620366216698585,-0.0097515177962163111,0.02114508446042445,true
panel010,perch,centroid,D_minus_A,secondary_descriptive,0.59217215983759008,0.52249935200404274,0.66080817055722052,true
panel010,perch,centroid,D_minus_B,secondary_descriptive,0.046792416244356171,0.0095832417067586387,0.085268433739292049,true
panel010,perch,centroid,D_minus_C,secondary_descriptive,0.59783419645925984,0.52798709694185786,0.66613136165661402,true
panel010,perch,centroid,interaction,secondary_descriptive,0.041130379622686314,0.00051280813321960658,0.082990891573755721,true
panel011,birdnet,linear,B_minus_A,co_primary,0.57592475826296585,0.50181758360981199,0.64827677872309231,true
panel011,birdnet,linear,B_minus_C,co_primary,0.68350280093585203,0.62482835435132122,0.74228358554212159,true
panel011,birdnet,linear,A_minus_C,secondary_paired_day_context,0.10757804267288607,0.058874102963247042,0.15837160584603716,true
panel011,birdnet,linear,D_minus_A,secondary_descriptive,0.64808451214671636,0.58577157459408713,0.7098013777479758,true
panel011,birdnet,linear,D_minus_B,secondary_descriptive,0.072159753883750399,0.041225660330673777,0.10783585597014876,true
panel011,birdnet,linear,D_minus_C,secondary_descriptive,0.75566255481960243,0.70054435541207782,0.80635455195329608,true
panel011,birdnet,linear,interaction,secondary_descriptive,-0.035418288789135624,-0.087924396959844511,0.01593801575658297,false
panel011,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.49955654691600582,0.41795791479256306,0.57910027074564407,true
panel011,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.55934049464776847,0.48717033495588424,0.630306039115758,true
panel011,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.059783947731762613,0.020093710570917453,0.10112436140941636,true
panel011,birdnet,centroid,D_minus_A,secondary_descriptive,0.6010736561628004,0.52702029457942534,0.67097677822587598,true
panel011,birdnet,centroid,D_minus_B,secondary_descriptive,0.1015171092467945,0.054699999450368367,0.15200587242009669,true
panel011,birdnet,centroid,D_minus_C,secondary_descriptive,0.66085760389456305,0.58985020439464497,0.72644920244606936,true
panel011,birdnet,centroid,interaction,secondary_descriptive,0.04173316151503189,-0.011547514993189364,0.096698961694590524,true
panel011,perch,linear,B_minus_A,co_primary,0.6951316488255479,0.63704783693200728,0.75261074077450363,true
panel011,perch,linear,B_minus_C,co_primary,0.73735907215649366,0.67990481591678109,0.7927418665395205,true
panel011,perch,linear,A_minus_C,secondary_paired_day_context,0.042227423330945688,0.0094672038005694428,0.075844970609084378,true
panel011,perch,linear,D_minus_A,secondary_descriptive,0.75481110693097742,0.70208067267481655,0.80523361875898591,true
panel011,perch,linear,D_minus_B,secondary_descriptive,0.059679458105429579,0.033857209222433036,0.09059076014437549,true
panel011,perch,linear,D_minus_C,secondary_descriptive,0.79703853026192306,0.74495594434069445,0.84585935656771771,true
panel011,perch,linear,interaction,secondary_descriptive,0.017452034774483888,-0.024563427636148095,0.060213684685503255,true
panel011,perch,centroid,B_minus_A,secondary_readout_robustness,0.4987664869682838,0.41864473917753975,0.57627987547398896,true
panel011,perch,centroid,B_minus_C,secondary_readout_robustness,0.52254438751232601,0.44650703332453445,0.5967941188641287,true
panel011,perch,centroid,A_minus_C,secondary_paired_day_context,0.02377790054404218,0.0025311941027439597,0.048365046957933061,true
panel011,perch,centroid,D_minus_A,secondary_descriptive,0.61597318879953389,0.5394152653955997,0.68826732929162615,true
panel011,perch,centroid,D_minus_B,secondary_descriptive,0.11720670183125004,0.073450877706255358,0.16408545260153626,true
panel011,perch,centroid,D_minus_C,secondary_descriptive,0.63975108934357605,0.56757804504499465,0.71050613825354414,true
panel011,perch,centroid,interaction,secondary_descriptive,0.093428801287207847,0.043282810596927845,0.14358657948133105,true
panel012,birdnet,linear,B_minus_A,co_primary,0.65544151513772908,0.59758694333877749,0.71327380359513792,true
panel012,birdnet,linear,B_minus_C,co_primary,0.7018027218213917,0.64514026045993045,0.75653118735896052,true
panel012,birdnet,linear,A_minus_C,secondary_paired_day_context,0.046361206683662448,0.0060916099194465792,0.086615466647980283,true
panel012,birdnet,linear,D_minus_A,secondary_descriptive,0.69819190533617281,0.64064876434969187,0.75413859794256732,true
panel012,birdnet,linear,D_minus_B,secondary_descriptive,0.042750390198443615,0.029254090787455566,0.05712511659263339,true
panel012,birdnet,linear,D_minus_C,secondary_descriptive,0.74455311201983521,0.68816752427241201,0.79880877853907228,true
panel012,birdnet,linear,interaction,secondary_descriptive,-0.0036108164852188237,-0.045593725525564364,0.037241757730323968,false
panel012,birdnet,centroid,B_minus_A,secondary_readout_robustness,0.5272934270815306,0.45898521405257214,0.5962045703430191,true
panel012,birdnet,centroid,B_minus_C,secondary_readout_robustness,0.5386206473698717,0.47239782291837562,0.60484919873444065,true
panel012,birdnet,centroid,A_minus_C,secondary_paired_day_context,0.011327220288341107,-0.020328895375632327,0.042467487692638133,true
panel012,birdnet,centroid,D_minus_A,secondary_descriptive,0.63616237402804487,0.57394051863076401,0.69851612711118694,true
panel012,birdnet,centroid,D_minus_B,secondary_descriptive,0.10886894694651415,0.062933792575602734,0.15728480203545195,true
panel012,birdnet,centroid,D_minus_C,secondary_descriptive,0.64748959431638586,0.58418957984444819,0.70890976728520594,true
panel012,birdnet,centroid,interaction,secondary_descriptive,0.097541726658173053,0.044683175699546294,0.15283262253728289,true
panel012,perch,linear,B_minus_A,co_primary,0.77102518283386356,0.71824052762851132,0.82178402387869609,true
panel012,perch,linear,B_minus_C,co_primary,0.7760272005207749,0.72206339550010779,0.82597921738259117,true
panel012,perch,linear,A_minus_C,secondary_paired_day_context,0.0050020176869114358,-0.026322553361552592,0.036082232480003085,true
panel012,perch,linear,D_minus_A,secondary_descriptive,0.80030957073958642,0.74821388991470328,0.84921260631579631,true
panel012,perch,linear,D_minus_B,secondary_descriptive,0.029284387905722846,0.018169167115145442,0.04202311720931131,true
panel012,perch,linear,D_minus_C,secondary_descriptive,0.80531158842649775,0.75174397358456313,0.85385697219818768,true
panel012,perch,linear,interaction,secondary_descriptive,0.024282370218811411,-0.0086423278899115906,0.057170105178147891,true
panel012,perch,centroid,B_minus_A,secondary_readout_robustness,0.51684904452493585,0.44471071165272091,0.58948256080159078,true
panel012,perch,centroid,B_minus_C,secondary_readout_robustness,0.52922552128408651,0.45861828143980371,0.59905997058562677,true
panel012,perch,centroid,A_minus_C,secondary_paired_day_context,0.012376476759150689,-0.0044291390391148506,0.030540849553363818,true
panel012,perch,centroid,D_minus_A,secondary_descriptive,0.60098924743418147,0.5312611370221223,0.66945622903677282,true
panel012,perch,centroid,D_minus_B,secondary_descriptive,0.084140202909245537,0.054904881650697929,0.11530724402963061,true
panel012,perch,centroid,D_minus_C,secondary_descriptive,0.61336572419333202,0.54576853229147104,0.67911435083564375,true
panel012,perch,centroid,interaction,secondary_descriptive,0.071763726150094867,0.037478883118431172,0.10705129513600745,true
